	total	sturm	wind	regen	wetter	witterung	schnee	kälte	hitze	wärme	wolken	frost	klima	blitz	fluth	gewitter	nebel	überschwemmung	grad_wärme	dürre	hagel	orkan	stürmen	regenguß	sonnenschein	schneefall	unwetter	bewölkter_himmel	tau	kühle	nordwind	regenwetter	grad_kälte	schönes_wetter	tauwetter	hochwasser	windstille	schneegestöber	westwind	südwind	schneesturm	ostwind	grad_frost	taifun	nachtfrost	schneemasse	niederschlag	hagelschlag	schnee_gefallen	schlechtes_wetter	regenzeit	heiterer_himmel	windstoß	kältegrad	sturmwind	schnee_bedeckt	wolkenbruch	blitzstrahl	platzregen	donnerschlag	wind_wetter	regenschauer	südwestwind	nordostwind	wetter_begünstigt	nordwind_barometer	anprall	heftiger_sturm	ungewitter	gewitterregen	schloßen	südostwind	windhose	hagelwetter	schneedecke	wirbelwind	gewölk	sonnenhitze	witterungsverhältnisse	gewitterwolke	blitzschlag	klimatische_verhältnisse	nordwestwind	brise	schneeflocken	frostwetter	frühlingswetter	windrichtung	sommerhitze	hochfluth	regentag	sturmfluth	schwemmung	schneetreiben	klimate	himmelsstrich	schneeverwehung	wasserhose	hagelkörner	winterkälte	schneewehen	seewind	naturereignis	scirocco	witterungswechsel	tornado	sonnenwärme	wärmegrad	herbstwetter	nordlichter	gewittersturm	fluthwelle	windsbraut	regenwolken	sommerwetter	strichregen	hagelschauer	landregen	wirbelsturm	winterwetter	landwind	regenfall	wetterwolken	sprühregen	seesturm	springfluth	nordweststurm	schneewetter	herbstregen	wolkenmasse	hitzegrad	wolkenschicht	wasserfluth	kalte	cyklon	sturmwetter	kahlfrost	mittagshitze	weststurm	südweststurm	staubregen	nordsturm	hagelschlossen	regenperiode	überfluthung	guß	schlackerwetter	herbstwitterung	aequinoctialsturm	gestöber	hagelsturm	hagelstücke	polarlichter	nebelwolken	reiffrost	frühlingswitterung	maiwetter	windstärke
1832	363	90	48	21	32	18	11	11	9	2	2	2	11	6	6	4	8	9	1	3	9	4	9	4	0	1	1	0	3	1	3	0	0	1	1	0	6	1	3	0	0	0	0	0	1	0	0	1	1	2	2	0	0	0	1	0	1	0	0	2	0	0	0	1	0	0	0	1	1	0	2	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1833	553	79	60	31	37	41	30	24	27	3	8	18	16	10	9	8	6	9	1	6	8	9	6	9	3	0	4	0	7	1	3	4	2	2	1	0	5	1	1	3	0	2	0	0	1	1	0	0	3	3	1	0	2	2	6	2	0	1	0	3	2	1	0	0	0	0	0	4	3	0	0	0	2	1	0	0	1	1	0	2	0	0	1	0	0	0	1	0	0	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1834	718	84	72	47	26	42	27	16	54	13	10	14	22	24	12	16	8	20	1	42	14	15	13	6	0	2	5	0	8	1	8	3	1	0	1	0	2	3	0	7	0	2	0	0	3	0	0	2	6	1	0	0	5	0	6	1	4	1	2	3	0	2	1	3	0	0	0	1	1	1	0	0	1	3	0	1	1	0	0	2	1	0	1	0	0	1	0	0	4	0	1	0	0	0	0	1	0	4	2	0	0	1	4	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1835	553	62	48	49	22	32	44	33	17	6	3	20	8	16	3	14	5	5	1	12	14	6	5	7	2	3	5	0	8	2	3	3	4	1	3	0	0	7	1	1	1	1	1	0	1	1	0	1	4	3	1	0	7	1	1	6	1	2	3	4	0	4	0	0	0	0	0	3	3	0	0	1	5	3	2	2	0	0	0	0	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
1836	693	92	61	54	66	36	52	31	16	9	17	15	12	19	8	15	13	3	1	8	15	8	6	6	7	5	2	0	9	1	3	3	4	1	2	1	3	5	1	6	0	0	1	0	0	5	0	2	7	5	2	0	4	0	4	6	3	0	0	1	1	1	3	1	0	0	0	3	1	0	7	1	2	2	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1837	607	78	44	43	57	44	41	32	22	10	14	13	15	10	4	13	6	10	0	5	9	18	8	7	3	4	2	0	4	0	1	2	6	1	3	0	1	1	2	1	1	2	0	0	0	3	0	3	3	7	2	1	5	2	3	8	3	0	1	2	0	0	0	2	1	0	0	0	1	0	4	3	0	1	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1838	743	90	58	45	55	41	52	52	15	11	10	25	18	12	11	12	14	30	2	5	16	7	6	6	0	11	5	0	7	0	3	7	5	2	7	0	3	2	4	7	1	2	0	0	0	3	0	3	6	4	7	0	6	8	3	3	1	1	0	0	1	6	0	0	4	0	0	3	2	0	4	0	0	3	0	1	0	1	0	1	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1839	594	59	41	38	42	28	44	22	21	14	10	23	12	31	9	15	1	18	1	6	29	5	3	9	0	1	2	0	12	0	5	2	3	3	1	0	5	5	0	1	0	3	0	0	0	3	0	2	4	4	4	0	2	1	2	4	3	0	2	2	1	0	2	0	4	0	0	0	2	3	2	0	1	2	2	0	0	1	0	2	0	0	0	0	0	1	2	0	2	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1840	565	79	45	36	43	35	30	23	16	7	10	21	8	18	16	8	4	16	2	3	8	6	3	6	1	2	0	0	4	1	8	4	3	5	6	1	4	2	2	3	0	3	0	0	3	2	2	0	5	5	1	0	2	3	2	5	2	2	3	1	0	1	0	1	2	0	0	4	1	0	2	0	0	3	1	1	0	2	0	4	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1841	600	75	51	46	38	29	35	25	19	21	7	15	20	12	8	11	3	32	8	4	4	16	4	5	5	4	3	0	4	2	2	6	3	4	5	0	2	0	1	2	2	3	1	0	0	2	1	1	3	1	2	1	2	2	4	2	2	0	3	2	2	2	1	0	2	0	0	2	1	1	3	2	0	2	1	3	0	2	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1842	631	48	67	51	43	33	39	29	44	18	13	19	19	16	11	5	8	10	0	19	8	9	5	6	3	0	0	0	12	3	3	7	4	3	3	0	4	0	4	3	0	1	0	0	0	1	0	2	5	7	0	0	0	1	1	5	3	2	0	3	0	0	1	0	1	0	0	3	2	0	0	0	6	3	0	3	1	1	1	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1843	726	74	44	52	47	54	47	27	26	21	9	27	13	27	10	24	6	20	2	5	20	7	12	10	0	6	5	0	3	1	1	6	1	3	5	0	5	1	0	1	1	1	0	0	4	4	0	3	4	2	1	1	2	1	4	7	3	6	3	3	2	2	1	0	0	0	0	3	2	1	4	3	5	2	0	4	1	1	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	2	1	0	1	0	0	3	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0
1844	1018	129	66	77	68	60	54	39	34	8	16	23	19	25	18	26	22	47	1	10	14	24	8	27	4	10	8	0	9	1	6	12	3	1	1	5	4	7	2	3	3	1	1	0	0	7	3	2	3	6	1	0	4	1	6	4	5	3	9	2	2	1	3	0	1	0	0	3	5	1	6	2	3	3	1	2	2	2	0	1	1	0	2	0	0	0	1	1	0	0	0	0	1	0	1	0	0	5	1	2	0	1	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1845	1420	145	133	100	99	52	66	62	77	29	36	33	41	35	33	45	31	49	2	19	17	17	11	17	2	10	6	0	25	3	9	12	1	4	7	1	4	10	6	6	1	4	1	0	1	9	1	9	8	2	3	1	3	2	2	6	7	2	4	7	1	3	2	1	1	0	0	2	3	1	9	1	5	5	2	3	0	2	0	1	2	1	3	2	0	0	0	0	2	0	2	4	0	1	0	1	0	5	0	1	0	0	0	7	0	0	0	0	0	1	0	0	2	0	0	0	2	0	1	1	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	1	0	0	0	1	0	0	2	0	1	0	0	0	0
1846	1541	129	133	133	82	52	83	62	120	48	40	34	50	59	28	45	22	63	3	26	28	10	8	21	8	10	15	0	20	7	15	9	4	5	2	2	8	4	5	3	5	2	0	1	6	5	1	6	4	6	4	1	6	0	8	1	2	3	6	6	6	0	2	0	1	0	0	3	0	6	2	0	4	2	0	3	2	5	1	3	1	0	0	0	1	2	1	0	4	3	0	1	4	0	0	0	0	0	0	1	0	0	3	1	1	0	1	2	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1847	1054	109	117	73	57	54	50	42	40	29	45	25	26	41	16	16	37	16	0	13	22	13	8	10	7	5	4	0	12	11	10	7	1	2	2	2	6	5	4	2	0	3	0	0	3	4	6	5	3	0	4	0	4	0	2	2	1	7	1	7	3	1	2	1	2	0	1	1	1	1	9	0	0	8	1	0	0	4	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	2	1	1	2	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	2	0	1	0	0	0	0	0	1	0	0	0	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
1848	834	197	86	51	54	28	29	25	18	20	25	11	13	15	27	12	23	4	0	5	16	7	21	6	8	1	6	0	9	3	5	10	1	7	1	0	1	5	4	2	1	4	0	0	1	2	0	0	2	3	3	0	2	0	1	2	0	0	6	1	7	2	1	6	2	0	0	0	2	0	0	3	0	4	0	1	0	0	0	2	0	0	2	0	1	0	0	0	1	0	0	4	0	0	0	2	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1849	1003	167	96	72	62	61	59	39	29	21	21	24	27	14	19	14	30	19	1	11	8	8	22	6	11	5	6	0	15	1	6	6	2	3	9	0	4	9	1	1	1	9	1	0	1	4	0	1	4	2	4	0	4	2	3	1	0	1	3	3	2	1	3	2	3	0	0	1	1	0	2	4	0	0	0	0	2	3	0	1	0	0	2	0	2	0	1	0	1	0	3	0	0	1	1	2	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0
1850	1255	153	139	90	64	64	84	62	42	33	33	30	33	12	25	28	32	28	1	8	11	10	16	5	13	13	6	0	16	4	2	5	5	7	10	0	11	6	4	2	1	5	3	1	2	5	3	0	0	7	9	0	2	7	4	4	3	0	2	3	4	1	1	3	2	0	0	2	3	0	5	1	0	2	5	1	4	3	1	1	0	1	3	8	0	2	0	0	1	1	1	0	0	1	2	3	3	0	0	1	0	2	0	1	3	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	2	1	1	0	1	0	0	0	0	0	0	2	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
1851	1164	112	104	94	99	34	81	31	57	35	45	16	39	25	55	20	21	30	0	9	21	11	12	11	6	5	12	0	13	5	2	6	1	6	1	4	6	4	2	4	8	1	0	1	0	4	4	5	1	2	4	0	4	1	1	3	4	5	1	2	4	2	0	2	1	0	0	1	0	1	1	0	0	2	1	0	5	3	0	1	0	0	1	4	2	1	2	0	4	0	0	0	1	0	4	2	0	1	3	0	1	2	2	0	0	0	2	0	0	0	1	0	1	1	2	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	1	0
1852	1229	134	145	104	107	54	54	36	58	43	36	23	26	26	31	26	26	20	2	12	7	25	13	15	10	3	11	0	19	17	3	13	1	10	2	2	12	2	1	0	1	2	0	0	1	1	1	0	2	5	10	0	1	0	2	2	5	5	2	3	2	4	0	3	1	0	0	2	4	1	0	2	1	0	5	0	0	1	0	2	2	0	0	5	0	2	0	1	1	0	0	0	0	0	3	0	0	0	0	1	0	1	1	0	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
1853	1357	109	144	104	110	89	72	44	49	52	37	19	41	37	34	22	30	21	2	6	13	8	10	5	9	17	11	0	24	3	7	7	0	2	6	2	6	5	1	6	5	3	0	1	0	6	1	4	1	13	9	1	3	1	4	5	5	6	2	2	11	3	4	1	2	0	2	3	7	1	3	0	1	5	2	2	3	4	3	2	0	0	1	1	0	1	0	0	2	1	2	5	0	0	3	5	0	0	1	0	0	3	3	1	3	0	0	1	2	0	2	0	2	0	1	0	1	0	0	1	1	2	1	1	0	1	0	1	3	2	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
1854	1711	295	156	121	176	56	63	83	68	41	45	29	41	26	34	14	54	37	0	8	14	20	33	17	14	10	14	0	7	7	10	7	6	7	5	3	18	5	5	2	3	6	0	2	1	4	3	0	5	12	9	0	4	2	6	5	2	1	4	1	2	1	2	3	3	0	7	2	4	2	0	2	1	0	3	6	2	4	2	2	0	3	0	5	1	1	1	1	0	0	1	1	0	1	4	0	0	2	0	1	0	2	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	1	1	1	0	0	1	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
1855	1864	400	133	88	157	52	103	115	70	36	39	47	44	16	53	23	45	34	2	8	10	17	24	20	16	20	10	0	9	7	12	12	6	2	14	2	8	8	5	5	4	4	1	0	1	2	3	1	10	14	8	0	4	10	4	10	1	4	3	2	1	2	0	3	2	0	2	6	3	3	2	0	1	1	2	0	3	3	3	1	1	1	0	5	1	1	0	0	3	0	3	1	0	5	2	1	0	5	0	2	5	3	1	2	2	0	0	1	1	0	0	1	1	1	2	0	0	0	0	2	0	0	1	0	0	3	2	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	2
1856	1361	145	121	86	120	43	60	63	64	48	47	31	54	26	43	13	26	59	9	13	11	19	8	11	15	5	7	0	9	15	5	6	1	7	12	3	4	10	1	3	0	1	0	1	1	1	1	0	4	17	3	0	8	7	4	2	3	3	3	5	1	2	0	1	8	0	3	4	1	0	0	0	0	1	1	1	2	2	3	1	0	1	1	2	0	3	1	0	1	0	0	0	3	0	3	3	0	0	0	1	2	2	0	3	2	1	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	2	0	1	0	0	1	0	0	0	0
1857	1436	194	124	106	102	40	53	54	69	64	51	29	64	45	30	32	27	31	1	11	13	11	11	11	10	8	7	0	6	9	6	7	2	6	4	4	5	4	4	4	3	3	0	1	2	1	1	1	3	3	17	2	5	3	4	2	6	7	5	2	2	1	0	0	4	0	1	6	3	1	1	1	0	1	0	4	4	4	0	0	0	1	1	3	13	0	4	1	2	0	0	0	4	0	3	0	0	2	0	0	0	2	1	2	1	0	5	1	6	0	1	3	1	1	1	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	2	0	0	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1858	1678	153	184	122	126	69	145	67	75	40	65	34	61	20	49	36	32	22	5	21	6	5	13	13	19	16	9	0	18	14	4	4	6	2	6	9	15	5	8	3	11	2	2	0	3	5	2	4	4	3	7	1	3	1	3	6	4	2	5	2	6	3	0	2	2	0	2	4	2	2	0	1	2	1	2	4	3	4	3	1	6	4	3	2	4	0	2	1	2	1	1	3	1	0	0	0	0	2	0	2	0	1	2	4	0	0	0	0	2	3	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	2	0	2	0	1	0	0	1	1	2	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
1859	1704	182	137	102	102	58	94	74	97	58	47	43	75	62	24	64	29	22	2	16	18	20	17	20	11	9	15	1	14	5	7	7	12	5	12	9	8	5	4	7	7	2	0	0	4	3	4	5	1	9	5	2	7	1	12	1	5	5	3	6	8	6	1	4	4	0	5	1	5	1	4	1	0	1	2	6	2	2	1	4	0	3	1	5	2	0	4	2	2	1	2	0	0	0	4	1	1	2	2	5	1	1	1	2	4	0	2	4	0	2	4	0	0	1	0	1	0	0	1	0	0	0	2	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
1860	1654	176	163	117	148	58	82	58	51	55	70	25	45	42	46	29	40	14	8	12	15	14	17	10	18	19	9	0	34	19	7	7	5	8	4	14	4	16	6	2	10	7	0	6	0	6	5	8	4	3	4	0	4	1	6	5	3	2	3	2	3	4	0	2	4	0	1	2	9	2	4	1	0	3	2	2	3	4	0	6	0	0	1	4	4	1	1	0	3	0	2	3	0	0	0	3	1	0	3	0	1	2	1	0	1	0	1	1	3	0	2	1	1	2	0	1	2	3	0	2	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1861	1578	180	147	124	117	64	92	56	58	51	64	34	53	35	43	18	44	46	1	27	21	4	21	14	13	13	5	0	6	12	4	5	4	3	8	3	8	8	7	5	10	1	0	1	0	10	1	2	3	4	3	0	2	3	0	3	0	4	1	4	4	6	0	1	6	0	5	0	3	2	3	0	0	1	3	2	4	3	2	7	0	0	3	7	5	1	1	1	1	1	0	0	1	0	4	2	0	0	0	1	3	1	0	1	2	0	2	0	2	0	0	0	1	1	0	0	0	0	1	0	1	0	3	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	3	0	0	0	0
1862	1513	152	142	105	114	56	65	86	54	48	49	41	58	42	29	14	44	39	2	18	12	20	17	13	20	10	9	0	11	14	6	7	6	5	8	4	11	2	8	1	2	2	0	12	6	7	4	1	2	3	11	0	0	5	4	3	2	1	2	3	7	3	1	3	7	0	0	3	1	4	1	0	6	1	3	1	3	2	2	1	0	3	0	3	0	4	3	0	1	1	0	1	0	1	4	0	0	3	1	0	0	5	0	0	1	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	2	1	1	3	0	0	0	1	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0
1863	1450	165	141	110	162	74	42	35	35	47	39	30	32	16	22	35	37	22	5	14	11	14	11	21	9	8	6	2	7	11	9	8	5	20	7	5	3	2	7	3	5	5	0	57	5	9	4	2	4	6	9	2	2	6	2	2	2	3	2	4	3	4	0	1	5	0	6	4	4	1	5	4	0	3	0	1	1	1	0	1	0	1	0	3	1	4	2	0	1	0	2	5	2	0	0	2	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	2	1	1	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
1864	2058	255	165	149	287	127	66	63	51	52	35	51	33	35	34	26	33	24	5	20	16	12	27	27	10	14	3	2	7	7	6	33	16	59	16	2	9	11	11	2	4	6	4	75	10	1	3	8	4	10	7	1	1	2	2	3	4	1	2	1	1	7	2	2	8	0	1	2	1	2	1	2	2	1	6	1	5	0	1	1	1	3	0	1	0	9	1	1	0	0	2	1	1	1	0	4	1	0	0	0	2	2	0	2	0	1	0	2	1	0	1	0	1	2	1	1	1	1	0	0	5	0	1	0	0	1	0	0	1	1	0	0	1	0	3	0	0	1	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
1865	1869	205	131	142	229	156	55	72	85	63	31	47	40	14	22	26	29	23	6	31	6	10	16	14	10	18	8	2	13	9	15	20	9	87	11	11	7	11	8	1	4	4	0	19	9	1	3	4	0	2	17	2	1	2	3	2	3	5	2	1	1	5	5	3	12	0	1	1	2	2	2	3	0	4	5	0	3	7	0	0	2	6	0	3	1	1	4	1	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	2	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
1866	1824	209	128	172	242	153	66	67	45	58	29	47	30	20	17	24	23	24	6	10	11	9	20	12	10	25	6	1	6	9	10	29	8	88	14	4	8	4	5	4	3	2	2	16	15	3	2	3	2	10	6	0	5	10	4	1	0	0	0	5	2	7	2	1	5	0	3	1	1	2	1	1	0	1	1	3	2	1	2	0	0	4	0	1	2	3	3	2	1	1	3	1	2	0	0	0	0	0	1	1	0	0	1	1	0	0	2	1	3	0	0	0	1	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	2	3	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1867	1976	234	149	122	119	133	109	99	35	81	42	57	50	34	52	29	36	61	8	15	21	30	19	14	11	37	10	0	7	12	8	12	14	6	17	21	4	10	5	4	11	5	2	27	10	11	9	4	6	5	6	0	2	8	1	6	2	4	3	5	6	4	1	3	5	0	2	1	5	3	4	2	0	0	1	3	5	1	4	2	0	4	1	4	2	3	3	3	0	1	0	3	0	0	3	1	0	0	1	2	2	0	1	1	0	8	0	2	2	0	0	0	1	0	2	0	1	0	0	2	1	1	2	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	2	1	0	1	0	0	0	0	0	2	0
1868	1931	239	174	169	119	108	64	53	79	59	55	38	34	22	40	38	30	38	4	88	11	18	18	16	6	17	18	0	14	8	15	6	5	9	11	10	14	10	3	6	2	7	0	79	5	3	7	3	4	3	8	0	3	7	3	1	4	4	1	6	3	6	1	0	5	0	5	2	0	14	2	1	5	0	3	0	4	2	2	1	2	4	0	2	0	5	1	2	2	2	2	0	2	2	0	0	2	3	1	0	2	1	2	0	1	2	3	1	0	1	0	2	0	0	0	1	1	1	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
1869	1821	212	163	154	155	124	49	54	42	66	41	34	44	29	36	41	46	34	16	24	19	19	14	24	15	17	10	7	9	6	9	9	8	5	9	8	16	3	7	12	1	4	1	19	10	0	4	9	3	5	10	0	5	3	5	2	3	6	1	3	7	6	5	2	5	0	2	3	4	6	0	3	3	0	1	3	6	5	4	1	2	0	0	0	3	1	1	3	2	1	0	3	1	1	1	1	0	0	2	0	0	2	3	4	1	14	0	0	0	0	0	1	2	4	2	0	0	1	0	1	0	0	0	0	1	2	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	1	1	0	0	0	1	0	0	0
1870	1618	195	151	128	95	90	48	75	46	102	26	45	25	16	18	27	27	14	39	12	13	8	30	17	9	11	7	49	19	20	5	9	8	4	7	3	2	11	6	5	4	10	29	1	7	2	2	1	5	6	5	2	5	4	4	1	2	3	3	3	2	3	5	4	2	16	6	1	1	2	2	6	0	1	1	1	1	3	3	0	1	1	2	0	1	2	0	0	3	0	1	1	0	3	0	1	0	0	0	2	0	0	2	0	1	1	2	0	0	4	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1871	1791	156	103	116	86	99	86	68	47	69	41	39	26	26	29	38	46	30	113	12	18	8	19	10	6	27	8	108	7	5	7	10	10	8	12	10	5	14	5	6	14	4	41	5	7	3	6	8	7	5	1	1	2	8	1	2	1	2	0	5	1	3	1	1	7	27	2	1	3	3	1	1	0	0	2	1	2	1	3	1	0	3	1	2	3	1	1	0	0	1	2	2	1	8	1	2	1	1	0	1	4	0	0	0	2	16	0	0	1	2	1	2	1	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	4	0	0	0	1	0
